timestamp_fix_sec,timestamp_fix_nanosec,timestamp_perf_sec,timestamp_perf_nanosec,lat_fix,lon_fix,alt_fix,lat_perf,lon_perf,alt_perf,lat_error,lon_error,alt_error
1763301519,812078966,1763301519,810948511,-33.722708703077664,150.67399516890194,-0.08998845852553924,-33.72276237426723,150.6739939149737,-0.08997720759361982,5.367118956201011e-05,1.2539282465695578e-06,-1.1250931919420948e-05
1763301519,914816462,1763301519,914419177,-33.72279009297593,150.67399860769152,-0.09465271860718671,-33.72276237430207,150.6739939117123,-0.09464080166071653,-2.771867385575888e-05,4.6959792143752566e-06,-1.1916946470180712e-05
1763301520,15485015,1763301520,15268253,-33.72276383485039,150.67400927604695,-0.0987804501012138,-33.7227623742972,150.67399390844898,-0.0988072007894516,-1.4605531930556026e-06,1.5367597967497204e-05,2.675068823780602e-05
1763301520,117300857,1763301520,116520344,-33.72274654070813,150.67399149362163,-0.1024449380307289,-33.72276237425346,150.67399390519864,-0.10242256335914135,1.5833545333521215e-05,-2.411577014527211e-06,-2.2374671587555017e-05
1763301520,219444060,1763301520,218487994,-33.72276819183286,150.67401758260888,-0.10542941878293315,-33.722762374167345,150.6739939019797,-0.10543633345514536,-5.8176655173269864e-06,2.3680629169575695e-05,6.914672212213202e-06
1763301520,219444060,1763301520,317723189,-33.72276819183286,150.67401758260888,-0.10542941878293315,-33.722762374034,150.67399389881058,-0.10780471004545689,-5.8177988648822065e-06,2.3683798303864023e-05,0.0023752912625237405
1763301520,317944426,1763301520,317723189,-33.722759603341736,150.67398036383184,-0.10782069412046337,-33.722762374034,150.67399389881058,-0.10780471004545689,2.7706922622883212e-06,-1.3534978734242031e-05,-1.59840750064838e-05
1763301520,419190790,1763301520,418637453,-33.72276122726181,150.67400339452738,-0.1094768080085066,-33.72276237385186,150.67399389570556,-0.10949616692960262,1.146590044243112e-06,9.498821810893787e-06,1.935892109602988e-05
1763301520,519365078,1763301520,519267744,-33.722732149179464,150.67400194814263,-0.11049234076800445,-33.72276237362592,150.6739938926727,-0.11049598921090364,3.0224446454951703e-05,8.055469919554525e-06,3.648442899198412e-06
1763301520,619803654,1763301520,619629786,-33.72277073127523,150.67400464650123,-0.11080504654467603,-33.722762373367374,150.67399388971296,-0.11080732382833958,-8.357907859135594e-06,1.0756788270782636e-05,2.2772836635459592e-06
1763301520,722005895,1763301520,721062282,-33.722781558974745,150.67397511291446,-0.11045781382291142,-33.72276237309002,150.6739938868223,-0.11044820584356785,-1.9185884724493008e-05,-1.8773907839886306e-05,-9.60797934357327e-06
1763301520,823200172,1763301520,822183633,-33.72277224388689,150.67398427429632,-0.10942880126829972,-33.722762372805654,150.67399388399554,-0.10944624803960323,-9.871081232404322e-06,-9.609699219481627e-06,1.7446771303511466e-05
1763301520,924810847,1763301520,924083080,-33.72278352291791,150.67399020433257,-0.10784062503088021,-33.72276237252074,150.67399388122908,-0.10783384274691343,-2.1150397166991297e-05,-3.676896511706218e-06,-6.7822839667774915e-06
1763301521,25747092,1763301521,24827581,-33.72279013437143,150.67401977898737,-0.10562133848408167,-33.72276237223628,150.67399387852166,-0.10564618930220604,-2.7762135147213485e-05,2.5900465715267273e-05,2.4850818124366736e-05
1763301521,129451238,1763301521,127925516,-33.722767498299184,150.67398377178725,-0.10290465437253755,-33.72276237195027,150.67399387587204,-0.10292284190654755,-5.126348916917323e-06,-1.0104084793738366e-05,1.8187534009991846e-05
1763301521,129451238,1763301521,229127756,-33.722767498299184,150.67398377178725,-0.10290465437253755,-33.722762371661645,150.67399387327643,-0.0997112886980176,-5.126637539376588e-06,-1.0101489181124634e-05,-0.0031933656745199573
1763301521,229984564,1763301521,229127756,-33.72280788503455,150.67399873029927,-0.09973308400854852,-33.722762371661645,150.67399387327643,-0.0997112886980176,-4.5513372903371874e-05,4.857022844362291e-06,-2.1795310530925427e-05
1763301521,333549328,1763301521,331824277,-33.72275084629163,150.67397508607954,-0.09606150930304937,-33.722762371373534,150.673993870727,-0.09606994781643152,1.1525081902163947e-05,-1.8784647465963644e-05,8.438513382155732e-06
1763301521,333549328,1763301521,432718149,-33.72275084629163,150.67397508607954,-0.09606150930304937,-33.72276237109321,150.6739938682123,-0.09206821862608194,1.1524801578843835e-05,-1.878213276995666e-05,-0.003993290676967423
1763301521,433194467,1763301521,432718149,-33.72274455666836,150.6740029061039,-0.09205579789499649,-33.72276237109321,150.6739938682123,-0.09206821862608194,1.781442485082607e-05,9.037891601337833e-06,1.2420731085455161e-05
1763301521,534141894,1763301521,533500516,-33.72275428856836,150.6739789430217,-0.08777976641657229,-33.72276237082922,150.6739938657196,-0.08778298646211624,8.082260862352086e-06,-1.4922697914698801e-05,3.2200455439557185e-06
1763301521,534141894,1763301521,634104402,-33.72275428856836,150.6739789430217,-0.08777976641657229,-33.722762370587645,150.67399386323834,-0.08329298254102468,8.082019284927355e-06,-1.4920216642622108e-05,-0.004486783875547601
1763301521,634414545,1763301521,634104402,-33.722772623000004,150.67398530820495,-0.08329391600583694,-33.722762370587645,150.67399386323834,-0.08329298254102468,-1.0252412359079699e-05,-8.555033389257005e-06,-9.3346481225276e-07
1763301521,736183630,1763301521,735896234,-33.72276452534913,150.6739893862435,-0.07866795203468258,-33.722762370369345,150.67399386076278,-0.07867359183728695,-2.1549797821762695e-06,-4.474519272434918e-06,5.639802604373578e-06
1763301521,736183630,1763301521,835448474,-33.72276452534913,150.6739893862435,-0.07866795203468258,-33.72276237017021,150.6739938582926,-0.07399429008364677,-2.1551789188833936e-06,-4.472049084824903e-06,-0.004673661951035801
